Field1;photoID;photoTitle;photoUrl;photoAccur;photoTags;photoTagsC;photoComme;photoDateP;photoDateT;photoDescr;photoNotes;photoNot_1;photoMedia;photoMed_1;photoLicen;photoIsFam;photoIsFri;photoIsPri;photoLongi;photoLatit;userID;userName;userRealNa;userPhotoC;userPhotoF;userPhot_1;userLocati;userBuddyI;userIsPro;userIsAdmi;userContac;userPhotoS
615;6340493937;12th november...occupy berlin;http://www.flickr.com/photos/alinss/6340493937/;16;berlin - brandenburger tor - camp - yes we camp - occupy - occupy berlin - we are the 99% - 99% - global change - united for global change - echte demokrate jetzt - democracia real ya - democracy now - bw - black - white - blackandwhite - schwarzweiss -;20;3;13 Nov 2011 17:45:52 GMT;13 Nov 2011 17:35:45 GMT;"activists prepare an asamblea and a camp at &quot;brandenburger tor&quot;...";;0;NA;NA;0;FALSE;FALSE;NA;13,377367;52,516254;38245356@N05;"""AL""";andrea linss;2247;27 Jul 2010 18:18:27 GMT;5 Feb 2009 08:21:23 GMT;Berlin;http://farm5.static.flickr.com/4081/buddyicons/38245356@N05.jpg;TRUE;FALSE;208;108
616;6340518170;Brandenburger Tor at Night;http://www.flickr.com/photos/jb_1984/6340518170/;16;Brandenburg Gate - Brandenburger Tor - Pariser Platz - Unter den Linden - floodlight - Berlin - Brandenburg - Germany -;8;0;13 Nov 2011 13:36:00 GMT;9 Nov 2011 18:43:44 GMT;;;0;NA;NA;0;FALSE;FALSE;NA;13,378815;52,51644;64453831@N08;JB_1984;Jonathan Brennan;1334;23 Jun 2011 14:28:54 GMT;24 Feb 2006 21:51:24 GMT;London, United Kingdom;http://farm8.static.flickr.com/7080/buddyicons/64453831@N08.jpg;TRUE;FALSE;9;21
617;6340487670;Replica Stamps;http://www.flickr.com/photos/jb_1984/6340487670/;16;stamps - postcard - tourist trap - Pariser Platz - Unter den Linden - Brandenburg Gate - Brandenburger Tor - Berlin - Brandenburg - Germany -;10;0;13 Nov 2011 13:23:15 GMT;9 Nov 2011 13:48:17 GMT;Replicas of stamps used by different Cold War powers at the various Berlin checkpoints during the Cold War.;;0;NA;NA;0;FALSE;FALSE;NA;13,378815;52,51644;64453831@N08;JB_1984;Jonathan Brennan;1334;23 Jun 2011 14:28:54 GMT;24 Feb 2006 21:51:24 GMT;London, United Kingdom;http://farm8.static.flickr.com/7080/buddyicons/64453831@N08.jpg;TRUE;FALSE;9;21
618;6340490918;Protest;http://www.flickr.com/photos/jb_1984/6340490918/;16;protest - demonstration - banners - flags - US Embassy - Pariser Platz - Unter den Linden - Brandenburg Gate - Brandenburger Tor - Berlin - Brandenburg - Germany -;12;1;13 Nov 2011 13:24:36 GMT;9 Nov 2011 13:55:26 GMT;Protest outside the US Embassy in Pariser Platz, Berlin.;;0;NA;NA;0;FALSE;FALSE;NA;13,378815;52,51644;64453831@N08;JB_1984;Jonathan Brennan;1334;23 Jun 2011 14:28:54 GMT;24 Feb 2006 21:51:24 GMT;London, United Kingdom;http://farm8.static.flickr.com/7080/buddyicons/64453831@N08.jpg;TRUE;FALSE;9;21
619;6340251734;Stra??e des 17. Juni;http://www.flickr.com/photos/jb_1984/6340251734/;16;Stra??e des 17. Juni - avenue - boulevard - Tiergarten - traffic - Brandenburg Gate - Brandenburger Tor - Victory Colun - Siegess?ñule - Berlin - Brandenburg - Germany - sunset - dusk -;14;0;13 Nov 2011 11:40:19 GMT;11 Nov 2011 15:18:24 GMT;;;0;NA;NA;0;FALSE;FALSE;NA;13,377581;52,51626;64453831@N08;JB_1984;Jonathan Brennan;1334;23 Jun 2011 14:28:54 GMT;24 Feb 2006 21:51:24 GMT;London, United Kingdom;http://farm8.static.flickr.com/7080/buddyicons/64453831@N08.jpg;TRUE;FALSE;9;21
620;6339500969;Speaker's Corner;http://www.flickr.com/photos/jb_1984/6339500969/;16;Speaker's Corner - protest - demonstration - plackard - Brandenburg Gate - Brandenburger Tor - Berlin - Brandenburg - Germany -;9;0;13 Nov 2011 11:39:17 GMT;9 Nov 2011 13:52:15 GMT;;;0;NA;NA;0;FALSE;FALSE;NA;13,377581;52,51626;64453831@N08;JB_1984;Jonathan Brennan;1334;23 Jun 2011 14:28:54 GMT;24 Feb 2006 21:51:24 GMT;London, United Kingdom;http://farm8.static.flickr.com/7080/buddyicons/64453831@N08.jpg;TRUE;FALSE;9;21
621;6338626160;12th november....occupy berlin;http://www.flickr.com/photos/alinss/6338626160/;16;berlin - brandenburger tor - occupy - occupy berlin - we are the 99% - 99% - yes we camp. camp - echte demokratie jetzt - democracia real ya - democracy now - available light - reportage - global change - united for united change - bw - black - white - b;22;1;12 Nov 2011 22:08:06 GMT;12 Nov 2011 21:22:01 GMT;"the evening of 12th november


activsts of occupy make an asamblea and try to take a place at &quot;brandenburger tor&quot; for a camp

the police react with violence and arrests";;0;NA;NA;0;FALSE;FALSE;NA;13,377431;52,51625;38245356@N05;"""AL""";andrea linss;2247;27 Jul 2010 18:18:27 GMT;5 Feb 2009 08:21:23 GMT;Berlin;http://farm5.static.flickr.com/4081/buddyicons/38245356@N05.jpg;TRUE;FALSE;208;108
622;6337872647;12th november....occupy berlin;http://www.flickr.com/photos/alinss/6337872647/;16;berlin - brandenburger tor - occupy - occupy berlin - we are the 99% - 99% - yes we camp. camp - echte demokratie jetzt - democracia real ya - democracy now - available light - reportage - global change - united for united change - bw - black - white - b;22;2;12 Nov 2011 22:08:16 GMT;12 Nov 2011 21:18:02 GMT;"the evening of 12th november


activsts of occupy make an asamblea and try to take a place at &quot;brandenburger tor&quot; for a camp

the police react with violence and arrests";;0;NA;NA;0;FALSE;FALSE;NA;13,377442;52,51623;38245356@N05;"""AL""";andrea linss;2247;27 Jul 2010 18:18:27 GMT;5 Feb 2009 08:21:23 GMT;Berlin;http://farm5.static.flickr.com/4081/buddyicons/38245356@N05.jpg;TRUE;FALSE;208;108
623;6338625984;12th november....occupy berlin;http://www.flickr.com/photos/alinss/6338625984/;16;berlin - brandenburger tor - occupy - occupy berlin - we are the 99% - 99% - yes we camp. camp - echte demokratie jetzt - democracia real ya - democracy now - available light - reportage - global change - united for united change - bw - black - white - b;22;0;12 Nov 2011 22:08:02 GMT;12 Nov 2011 21:23:41 GMT;"the evening of 12th november


activsts of occupy make an asamblea and try to take a place at &quot;brandenburger tor&quot; for a camp

the police react with violence and arrests";;0;NA;NA;0;FALSE;FALSE;NA;13,377517;52,51626;38245356@N05;"""AL""";andrea linss;2247;27 Jul 2010 18:18:27 GMT;5 Feb 2009 08:21:23 GMT;Berlin;http://farm5.static.flickr.com/4081/buddyicons/38245356@N05.jpg;TRUE;FALSE;208;108
624;6337872873;12th november....occupy berlin;http://www.flickr.com/photos/alinss/6337872873/;16;berlin - brandenburger tor - occupy - occupy berlin - we are the 99% - 99% - yes we camp. camp - echte demokratie jetzt - democracia real ya - democracy now - available light - reportage - global change - united for united change - bw - black - white - b;22;0;12 Nov 2011 22:08:21 GMT;12 Nov 2011 21:14:59 GMT;"the evening of 12th november


activsts of occupy make an asamblea and try to take a place at &quot;brandenburger tor&quot; for a camp

the police react with violence and arrests";;0;NA;NA;0;FALSE;FALSE;NA;13,377442;52,516228;38245356@N05;"""AL""";andrea linss;2247;27 Jul 2010 18:18:27 GMT;5 Feb 2009 08:21:23 GMT;Berlin;http://farm5.static.flickr.com/4081/buddyicons/38245356@N05.jpg;TRUE;FALSE;208;108
625;6337871771;12th november....occupy berlin;http://www.flickr.com/photos/alinss/6337871771/;16;berlin - brandenburger tor - occupy - occupy berlin - we are the 99% - 99% - yes we camp. camp - echte demokratie jetzt - democracia real ya - democracy now - available light - reportage - global change - united for united change - bw - black - white - b;22;0;12 Nov 2011 22:07:57 GMT;12 Nov 2011 21:25:47 GMT;"the evening of 12th november


activsts of occupy make an asamblea and try to take a place at &quot;brandenburger tor&quot; for a camp

the police react with violence and arrests";;0;NA;NA;0;FALSE;FALSE;NA;13,377431;52,51628;38245356@N05;"""AL""";andrea linss;2247;27 Jul 2010 18:18:27 GMT;5 Feb 2009 08:21:23 GMT;Berlin;http://farm5.static.flickr.com/4081/buddyicons/38245356@N05.jpg;TRUE;FALSE;208;108
626;6338624400;12th november....occupy berlin;http://www.flickr.com/photos/alinss/6338624400/;16;berlin - brandenburger tor - occupy - occupy berlin - we are the 99% - 99% - yes we camp. camp - echte demokratie jetzt - democracia real ya - democracy now - available light - reportage - global change - united for united change - bw - black - white - b;22;0;12 Nov 2011 22:07:25 GMT;12 Nov 2011 21:39:47 GMT;"the evening of 12th november


activsts of occupy make an asamblea and try to take a place at &quot;brandenburger tor&quot; for a camp

the police react with violence and arrests";;0;NA;NA;0;FALSE;FALSE;NA;13,377603;52,516293;38245356@N05;"""AL""";andrea linss;2247;27 Jul 2010 18:18:27 GMT;5 Feb 2009 08:21:23 GMT;Berlin;http://farm5.static.flickr.com/4081/buddyicons/38245356@N05.jpg;TRUE;FALSE;208;108
627;6337873315;12th november....occupy berlin;http://www.flickr.com/photos/alinss/6337873315/;16;berlin - brandenburger tor - occupy - occupy berlin - we are the 99% - 99% - yes we camp. camp - echte demokratie jetzt - democracia real ya - democracy now - available light - reportage - global change - united for united change - bw - black - white - b;22;0;12 Nov 2011 22:08:31 GMT;12 Nov 2011 21:11:04 GMT;"the evening of 12th november


activsts of occupy make an asamblea and try to take a place at &quot;brandenburger tor&quot; for a camp

the police react with violence and arrests";;0;NA;NA;0;FALSE;FALSE;NA;13,377549;52,516273;38245356@N05;"""AL""";andrea linss;2247;27 Jul 2010 18:18:27 GMT;5 Feb 2009 08:21:23 GMT;Berlin;http://farm5.static.flickr.com/4081/buddyicons/38245356@N05.jpg;TRUE;FALSE;208;108
628;6338626912;12th november....occupy berlin;http://www.flickr.com/photos/alinss/6338626912/;16;berlin - brandenburger tor - occupy - occupy berlin - we are the 99% - 99% - yes we camp. camp - echte demokratie jetzt - democracia real ya - democracy now - available light - reportage - global change - united for united change - bw - black - white - b;22;0;12 Nov 2011 22:08:25 GMT;12 Nov 2011 21:13:11 GMT;"the evening of 12th november


activsts of occupy make an asamblea and try to take a place at &quot;brandenburger tor&quot; for a camp

the police react with violence and arrests";;0;NA;NA;0;FALSE;FALSE;NA;13,377496;52,51623;38245356@N05;"""AL""";andrea linss;2247;27 Jul 2010 18:18:27 GMT;5 Feb 2009 08:21:23 GMT;Berlin;http://farm5.static.flickr.com/4081/buddyicons/38245356@N05.jpg;TRUE;FALSE;208;108
629;6337873819;12th november....occupy berlin;http://www.flickr.com/photos/alinss/6337873819/;16;berlin - brandenburger tor - occupy - occupy berlin - we are the 99% - 99% - yes we camp. camp - echte demokratie jetzt - democracia real ya - democracy now - available light - reportage - global change - united for united change - bw - black - white - b;22;1;12 Nov 2011 22:08:42 GMT;12 Nov 2011 21:02:44 GMT;"the evening of 12th november


activsts of occupy make an asamblea and try to take a place at &quot;brandenburger tor&quot; for a camp

the police react with violence and arrests";;0;NA;NA;0;FALSE;FALSE;NA;13,377496;52,516262;38245356@N05;"""AL""";andrea linss;2247;27 Jul 2010 18:18:27 GMT;5 Feb 2009 08:21:23 GMT;Berlin;http://farm5.static.flickr.com/4081/buddyicons/38245356@N05.jpg;TRUE;FALSE;208;108
630;6338625168;12th november....occupy berlin;http://www.flickr.com/photos/alinss/6338625168/;16;berlin - brandenburger tor - occupy - occupy berlin - we are the 99% - 99% - yes we camp. camp - echte demokratie jetzt - democracia real ya - democracy now - available light - reportage - global change - united for united change - bw - black - white - b;22;0;12 Nov 2011 22:07:43 GMT;12 Nov 2011 21:32:33 GMT;"the evening of 12th november


activsts of occupy make an asamblea and try to take a place at &quot;brandenburger tor&quot; for a camp

the police react with violence and arrests";;0;NA;NA;0;FALSE;FALSE;NA;13,377614;52,51621;38245356@N05;"""AL""";andrea linss;2247;27 Jul 2010 18:18:27 GMT;5 Feb 2009 08:21:23 GMT;Berlin;http://farm5.static.flickr.com/4081/buddyicons/38245356@N05.jpg;TRUE;FALSE;208;108
631;6337874031;12th november....occupy berlin;http://www.flickr.com/photos/alinss/6337874031/;16;berlin - brandenburger tor - occupy - occupy berlin - we are the 99% - 99% - yes we camp. camp - echte demokratie jetzt - democracia real ya - democracy now - available light - reportage - global change - united for united change - bw - black - white - b;22;2;12 Nov 2011 22:08:46 GMT;12 Nov 2011 21:01:58 GMT;"the evening of 12th november


activsts of occupy make an asamblea and try to take a place at &quot;brandenburger tor&quot; for a camp

the police react with violence and arrests";;0;NA;NA;0;FALSE;FALSE;NA;13,377538;52,516254;38245356@N05;"""AL""";andrea linss;2247;27 Jul 2010 18:18:27 GMT;5 Feb 2009 08:21:23 GMT;Berlin;http://farm5.static.flickr.com/4081/buddyicons/38245356@N05.jpg;TRUE;FALSE;208;108
632;6337871373;12th november....occupy berlin;http://www.flickr.com/photos/alinss/6337871373/;16;berlin - brandenburger tor - occupy - occupy berlin - we are the 99% - 99% - yes we camp. camp - echte demokratie jetzt - democracia real ya - democracy now - available light - reportage - global change - united for united change - bw - black - white - b;22;0;12 Nov 2011 22:07:48 GMT;12 Nov 2011 21:31:34 GMT;"the evening of 12th november


activsts of occupy make an asamblea and try to take a place at &quot;brandenburger tor&quot; for a camp

the police react with violence and arrests";;0;NA;NA;0;FALSE;FALSE;NA;13,377603;52,516224;38245356@N05;"""AL""";andrea linss;2247;27 Jul 2010 18:18:27 GMT;5 Feb 2009 08:21:23 GMT;Berlin;http://farm5.static.flickr.com/4081/buddyicons/38245356@N05.jpg;TRUE;FALSE;208;108
633;6338625586;12th november....occupy berlin;http://www.flickr.com/photos/alinss/6338625586/;16;berlin - brandenburger tor - occupy - occupy berlin - we are the 99% - 99% - yes we camp. camp - echte demokratie jetzt - democracia real ya - democracy now - available light - reportage - global change - united for united change - bw - black - white - b;22;0;12 Nov 2011 22:07:52 GMT;12 Nov 2011 21:27:42 GMT;"the evening of 12th november


activsts of occupy make an asamblea and try to take a place at &quot;brandenburger tor&quot; for a camp

the police react with violence and arrests";;0;NA;NA;0;FALSE;FALSE;NA;13,37742;52,51622;38245356@N05;"""AL""";andrea linss;2247;27 Jul 2010 18:18:27 GMT;5 Feb 2009 08:21:23 GMT;Berlin;http://farm5.static.flickr.com/4081/buddyicons/38245356@N05.jpg;TRUE;FALSE;208;108
634;6338627512;12th november....occupy berlin;http://www.flickr.com/photos/alinss/6338627512/;16;berlin - brandenburger tor - occupy - occupy berlin - we are the 99% - 99% - yes we camp. camp - echte demokratie jetzt - democracia real ya - democracy now - available light - reportage - global change - united for united change - bw - black - white - b;22;1;12 Nov 2011 22:08:38 GMT;12 Nov 2011 21:05:40 GMT;"the evening of 12th november


activsts of occupy make an asamblea and try to take a place at &quot;brandenburger tor&quot; for a camp

the police react with violence and arrests";;0;NA;NA;0;FALSE;FALSE;NA;13,377496;52,516285;38245356@N05;"""AL""";andrea linss;2247;27 Jul 2010 18:18:27 GMT;5 Feb 2009 08:21:23 GMT;Berlin;http://farm5.static.flickr.com/4081/buddyicons/38245356@N05.jpg;TRUE;FALSE;208;108
635;6338627378;12th november....occupy berlin;http://www.flickr.com/photos/alinss/6338627378/;16;berlin - brandenburger tor - occupy - occupy berlin - we are the 99% - 99% - yes we camp. camp - echte demokratie jetzt - democracia real ya - democracy now - available light - reportage - global change - united for united change - bw - black - white - b;22;1;12 Nov 2011 22:08:35 GMT;12 Nov 2011 21:07:00 GMT;"the evening of 12th november


activsts of occupy make an asamblea and try to take a place at &quot;brandenburger tor&quot; for a camp

the police react with violence and arrests";;0;NA;NA;0;FALSE;FALSE;NA;13,377549;52,51625;38245356@N05;"""AL""";andrea linss;2247;27 Jul 2010 18:18:27 GMT;5 Feb 2009 08:21:23 GMT;Berlin;http://farm5.static.flickr.com/4081/buddyicons/38245356@N05.jpg;TRUE;FALSE;208;108
636;6338626326;12th november....occupy berlin;http://www.flickr.com/photos/alinss/6338626326/;16;berlin - brandenburger tor - occupy - occupy berlin - we are the 99% - 99% - yes we camp. camp - echte demokratie jetzt - democracia real ya - democracy now - available light - reportage - global change - united for united change - bw - black - white - b;22;1;12 Nov 2011 22:08:10 GMT;12 Nov 2011 21:20:11 GMT;"the evening of 12th november


activsts of occupy make an asamblea and try to take a place at &quot;brandenburger tor&quot; for a camp

the police react with violence and arrests";;0;NA;NA;0;FALSE;FALSE;NA;13,377528;52,516266;38245356@N05;"""AL""";andrea linss;2247;27 Jul 2010 18:18:27 GMT;5 Feb 2009 08:21:23 GMT;Berlin;http://farm5.static.flickr.com/4081/buddyicons/38245356@N05.jpg;TRUE;FALSE;208;108
637;6330883421;Waiting for you;http://www.flickr.com/photos/9767961@N08/6330883421/;16;victorycolum - siegess?ñule - tor - tiergarten - s?ñulen - s?ñule - strase - strasse - reichstag - rijksdag - juni - 17 - des - brandenburger - brandenburgertor - berlin - 60d -;17;0;10 Nov 2011 10:29:21 GMT;11 Sep 2011 09:10:55 GMT;;;0;NA;NA;0;FALSE;FALSE;NA;13,350094;52,514553;9767961@N08;Mick Willems;;50;18 Jul 2011 12:39:15 GMT;17 Jul 2011 14:05:42 GMT;;http://farm7.static.flickr.com/6015/buddyicons/9767961@N08.jpg;FALSE;FALSE;12;2
638;6330861047;Winged Goddes - Brandenburger Tor;http://www.flickr.com/photos/9767961@N08/6330861047/;16;tor - sun - morningsun - morgensonne - canon - brandenburgertor - brandenburger - 60d - berlin - sculpture -;10;0;10 Nov 2011 10:13:35 GMT;11 Sep 2011 06:43:35 GMT;;;0;NA;NA;0;FALSE;FALSE;NA;13,376916;52,516235;9767961@N08;Mick Willems;;50;18 Jul 2011 12:39:15 GMT;17 Jul 2011 14:05:42 GMT;;http://farm7.static.flickr.com/6015/buddyicons/9767961@N08.jpg;FALSE;FALSE;12;2
639;6331611932;Morning Brandenburger Tor;http://www.flickr.com/photos/9767961@N08/6331611932/;16;tor - canon - brandenburgertor - brandenburger - berlin - morningsun - morgensonne -;7;0;10 Nov 2011 10:11:05 GMT;11 Sep 2011 06:40:59 GMT;;;0;NA;NA;0;FALSE;FALSE;NA;13,376927;52,51623;9767961@N08;Mick Willems;;50;18 Jul 2011 12:39:15 GMT;17 Jul 2011 14:05:42 GMT;;http://farm7.static.flickr.com/6015/buddyicons/9767961@N08.jpg;FALSE;FALSE;12;2
640;6331605916;Ceiling - Brandenburger Tor;http://www.flickr.com/photos/9767961@N08/6331605916/;16;tor - canon - brandenburgertor - brandenburger - berlin - 60d -;6;0;10 Nov 2011 10:06:41 GMT;11 Sep 2011 06:34:38 GMT;;;0;NA;NA;0;FALSE;FALSE;NA;13,377689;52,51628;9767961@N08;Mick Willems;;50;18 Jul 2011 12:39:15 GMT;17 Jul 2011 14:05:42 GMT;;http://farm7.static.flickr.com/6015/buddyicons/9767961@N08.jpg;FALSE;FALSE;12;2
641;6327239554;Ahhhh - wanna touch it! touch it now!!;http://www.flickr.com/photos/elkenmelken/6327239554/;16;2011 - Berlin - Brandenburg Gate - Brandenburger Tor - Deutschland - Europe - Flickr - HDR -;8;1;8 Nov 2011 22:08:47 GMT;8 Nov 2011 21:28:12 GMT;;;0;NA;NA;0;FALSE;FALSE;NA;13,379;52,516335;28688202@N06;Stefan @ Germany;;1894;18 Jul 2008 07:05:04 GMT;11 Sep 2004 12:19:26 GMT;;http://farm4.static.flickr.com/3149/buddyicons/28688202@N06.jpg;TRUE;FALSE;18;63
642;6319641157;Was f??r 'ne Aussicht;http://www.flickr.com/photos/lazybone83/6319641157/;16;Berlin - Deutschland - Germany - Bundestag - Reichstag - Dachterrasse - Panorama - Brandenburger Tor - Brandenburg Gate - Potsdamer - Platz - Potsdamer Platz - Hi-Flyer - iphone - Autostitch -;15;2;6 Nov 2011 22:29:27 GMT;6 Nov 2011 14:10:38 GMT;Nach der F??hrung auf dem Dach des Bundestages.;;0;NA;NA;3;FALSE;FALSE;NA;13,376058;52,518585;29839864@N02;lazybone83;;2603;26 Aug 2008 22:48:03 GMT;7 Jun 2006 10:40:43 GMT;Basel, Schweiz;http://farm3.static.flickr.com/2799/buddyicons/29839864@N02.jpg;TRUE;FALSE;100;32
643;6319522703;Brandenburger tor, Berlin Festival of lights 2011;http://www.flickr.com/photos/corscri/6319522703/;16;brandenburgertor - berlin - festivaloflights2011 - corscri - pariserplatz - festivaloflights -;6;3;6 Nov 2011 21:55:34 GMT;14 Oct 2011 20:32:43 GMT;;;0;NA;NA;1;FALSE;FALSE;NA;13,378064;52,516186;33399095@N00;Corscri Daje Tutti! [Cristiano Corsini];cristiano corsini;1741;5 May 2006 13:26:29 GMT;23 Nov 2002 15:06:27 GMT;rome (earth), it;http://farm6.static.flickr.com/5461/buddyicons/33399095@N00.jpg;TRUE;FALSE;1000;59
644;6313475258;"preparing to be a ""statue""";http://www.flickr.com/photos/gunnels/6313475258/;16;statue - Berlin - Brandenburger Tor - autumn - fall - 2011 - gunnelsvensson - travel - vacation -;9;1;4 Nov 2011 22:15:49 GMT;29 Oct 2011 23:03:04 GMT;in Berlin;;0;NA;NA;0;FALSE;FALSE;NA;13,396233;52,517513;85771444@N00;gunnel??s;Gunnel Svensson;1860;1 Sep 2006 06:38:40 GMT;3 Apr 2004 12:36:03 GMT;Sweden;http://farm3.static.flickr.com/2590/buddyicons/85771444@N00.jpg;TRUE;FALSE;825;87
645;6312915717;Brandenburger Tor;http://www.flickr.com/photos/gunnels/6312915717/;16;tourists - Brandenburger Tor - Berlin - travel - vacation - autumn - 2011 - gunnelsvensson -;8;2;4 Nov 2011 21:59:09 GMT;29 Oct 2011 22:56:02 GMT;tourists in Berlin;;0;NA;NA;0;FALSE;FALSE;NA;13,395997;52,517376;85771444@N00;gunnel??s;Gunnel Svensson;1860;1 Sep 2006 06:38:40 GMT;3 Apr 2004 12:36:03 GMT;Sweden;http://farm3.static.flickr.com/2590/buddyicons/85771444@N00.jpg;TRUE;FALSE;825;87
646;6313410574;Brandenburger Tor;http://www.flickr.com/photos/gunnels/6313410574/;16;Brandenburger Tor - Berlin - Germany - Europa - Travel - vacation - 2011 - gunnelsvensson -;8;1;4 Nov 2011 21:47:43 GMT;29 Oct 2011 22:57:13 GMT;Berlin;;0;NA;NA;0;FALSE;FALSE;NA;13,393455;52,517242;85771444@N00;gunnel??s;Gunnel Svensson;1860;1 Sep 2006 06:38:40 GMT;3 Apr 2004 12:36:03 GMT;Sweden;http://farm3.static.flickr.com/2590/buddyicons/85771444@N00.jpg;TRUE;FALSE;825;87
647;6312889931;Brandenburger Tor;http://www.flickr.com/photos/gunnels/6312889931/;16;Brandenburger Tor - Berlin - Germany - Europa - Travel - vacation - 2011 - gunnelsvensson -;8;2;4 Nov 2011 21:48:00 GMT;29 Oct 2011 22:54:42 GMT;Berlin;;0;NA;NA;0;FALSE;FALSE;NA;13,390359;52,516376;85771444@N00;gunnel??s;Gunnel Svensson;1860;1 Sep 2006 06:38:40 GMT;3 Apr 2004 12:36:03 GMT;Sweden;http://farm3.static.flickr.com/2590/buddyicons/85771444@N00.jpg;TRUE;FALSE;825;87
648;6303933021;Gate With Visitors;http://www.flickr.com/photos/wsuvak/6303933021/;16;Berlin - Brandenburger Tor - Germany - HDR - September -;5;0;2 Nov 2011 00:25:05 GMT;23 Sep 2011 13:34:21 GMT;It was a warm day but the gate was still full of people. No surprise.;;0;NA;NA;0;FALSE;FALSE;NA;13,378361;52,516327;65695295@N02;WSuvak;Will Suvak;1459;6 Oct 2011 08:45:39 GMT;8 Jul 2011 12:50:18 GMT;Berlin, Germany;http://farm7.static.flickr.com/6001/buddyicons/65695295@N02.jpg;TRUE;FALSE;7;9
649;6304446284;Brandenburg Gate - Full;http://www.flickr.com/photos/wsuvak/6304446284/;16;Berlin - Brandenburger Tor - Germany - September -;4;0;2 Nov 2011 00:20:08 GMT;23 Sep 2011 13:31:00 GMT;A full view of the gate, complete with tour groups and rickshaws.;;0;NA;NA;0;FALSE;FALSE;NA;13,378358;52,516327;65695295@N02;WSuvak;Will Suvak;1459;6 Oct 2011 08:45:39 GMT;8 Jul 2011 12:50:18 GMT;Berlin, Germany;http://farm7.static.flickr.com/6001/buddyicons/65695295@N02.jpg;TRUE;FALSE;7;9
650;6303941069;Brandenburg Gate - Legs;http://www.flickr.com/photos/wsuvak/6303941069/;16;Berlin - Brandenburger Tor - Germany - September -;4;0;2 Nov 2011 00:28:03 GMT;23 Sep 2011 13:36:48 GMT;Detail of the pillars of the Brandenburger Tor.;;0;NA;NA;0;FALSE;FALSE;NA;13,378358;52,516327;65695295@N02;WSuvak;Will Suvak;1459;6 Oct 2011 08:45:39 GMT;8 Jul 2011 12:50:18 GMT;Berlin, Germany;http://farm7.static.flickr.com/6001/buddyicons/65695295@N02.jpg;TRUE;FALSE;7;9
651;6303935781;Quadriga - HDR;http://www.flickr.com/photos/wsuvak/6303935781/;16;Berlin - Brandenburger Tor - Germany - HDR - September -;5;0;2 Nov 2011 00:26:07 GMT;23 Sep 2011 13:35:43 GMT;Gratuitous use of HDR on the Quadriga from the Brandenburger Tor.;;0;NA;NA;0;FALSE;FALSE;NA;13,378361;52,516327;65695295@N02;WSuvak;Will Suvak;1459;6 Oct 2011 08:45:39 GMT;8 Jul 2011 12:50:18 GMT;Berlin, Germany;http://farm7.static.flickr.com/6001/buddyicons/65695295@N02.jpg;TRUE;FALSE;7;9
652;6303938405;Brandenburg Gate - Detail;http://www.flickr.com/photos/wsuvak/6303938405/;16;Berlin - Brandenburger Tor - Germany - September -;4;0;2 Nov 2011 00:27:05 GMT;23 Sep 2011 13:36:15 GMT;Detail of embossed sculpture on the Brandenburger Tor.;;0;NA;NA;0;FALSE;FALSE;NA;13,378358;52,516327;65695295@N02;WSuvak;Will Suvak;1459;6 Oct 2011 08:45:39 GMT;8 Jul 2011 12:50:18 GMT;Berlin, Germany;http://farm7.static.flickr.com/6001/buddyicons/65695295@N02.jpg;TRUE;FALSE;7;9
653;6304469184;Brandenburg Gate - Quadriga;http://www.flickr.com/photos/wsuvak/6304469184/;16;Berlin - Brandenburger Tor - Germany - September -;4;0;2 Nov 2011 00:28:53 GMT;23 Sep 2011 13:38:10 GMT;Up close shot of the Quadriga on top of the Brandenburger Tor.;;0;NA;NA;0;FALSE;FALSE;NA;13,378358;52,516327;65695295@N02;WSuvak;Will Suvak;1459;6 Oct 2011 08:45:39 GMT;8 Jul 2011 12:50:18 GMT;Berlin, Germany;http://farm7.static.flickr.com/6001/buddyicons/65695295@N02.jpg;TRUE;FALSE;7;9
654;6304450094;Gate With Visitors II;http://www.flickr.com/photos/wsuvak/6304450094/;16;Berlin - Brandenburger Tor - Germany - HDR - September -;5;0;2 Nov 2011 00:21:37 GMT;23 Sep 2011 13:31:44 GMT;It was a lovely sunny day at the Brandenburger Tor.;;0;NA;NA;0;FALSE;FALSE;NA;13,378361;52,516327;65695295@N02;WSuvak;Will Suvak;1459;6 Oct 2011 08:45:39 GMT;8 Jul 2011 12:50:18 GMT;Berlin, Germany;http://farm7.static.flickr.com/6001/buddyicons/65695295@N02.jpg;TRUE;FALSE;7;9
655;6303928307;Brandenburg Gate with (much) HDR Liberties;http://www.flickr.com/photos/wsuvak/6303928307/;16;Berlin - Brandenburger Tor - Germany - HDR - September -;5;0;2 Nov 2011 00:23:19 GMT;23 Sep 2011 13:32:35 GMT;Norma says this shot should be a heavy metal album cover. She doesn't intend that as a compliment. I still kind of like it anyway but I am under no illusions about how goofy it is.;;0;NA;NA;0;FALSE;FALSE;NA;13,378361;52,516327;65695295@N02;WSuvak;Will Suvak;1459;6 Oct 2011 08:45:39 GMT;8 Jul 2011 12:50:18 GMT;Berlin, Germany;http://farm7.static.flickr.com/6001/buddyicons/65695295@N02.jpg;TRUE;FALSE;7;9
